"","h1n1_concern","h1n1_knowledge","behavioral_antiviral_meds","behavioral_avoidance","behavioral_face_mask","behavioral_wash_hands","behavioral_large_gatherings","behavioral_outside_home","behavioral_touch_face","doctor_recc_h1n1","doctor_recc_seasonal","chronic_med_condition","child_under_6_months","health_worker","health_insurance","opinion_h1n1_vacc_effective","opinion_h1n1_risk","opinion_h1n1_sick_from_vacc","opinion_seas_vacc_effective","opinion_seas_risk","opinion_seas_sick_from_vacc","age_group","education","race","sex","income_poverty","marital_status","rent_or_own","employment_status","hhs_geo_region","census_msa","household_adults","household_children","employment_industry","employment_occupation","h1n1_vaccine","seasonal_vaccine"
"25832",1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",3,1,1,4,1,1,"45-54","12 Yrs","White","Male","<=75K","Not Married","Own","Emp","B","Non",1,0,"g","a",FALSE,FALSE
"25833",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",3,1,1,1,1,1,"65+","College","White","Female","Below Poverty","Not Married","Own","~Labor","D","Non",0,0,"","",FALSE,FALSE
"25837",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,1,2,4,2,2,"45-54","Grad","White","Female","<=75K","Married","Own","Emp","C","Not Principle",1,0,"e","i",FALSE,FALSE
"25842",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",3,1,2,3,2,2,"55-64","College","White","Male","<=75K","Not Married","Rent","Emp","C","Principle",0,0,"f","j",FALSE,TRUE
"25845",2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,2,2,4,2,2,"55-64","College","White","Female","<=75K","Married","Own","~Labor","I","Not Principle",1,0,"","",FALSE,FALSE
"25846",2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,1,2,4,1,2,"18-34","12 Yrs","White","Male","<=75K","Married","Own","Emp","F","Not Principle",2,0,"e","g",FALSE,FALSE
"25847",2,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"1",4,5,4,4,5,1,"45-54","College","White","Female",">75K","Married","Own","Emp","B","Not Principle",2,0,"i","m",TRUE,TRUE
"25848",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",4,1,2,4,1,2,"65+","Grad","White","Female","Below Poverty","Not Married","Own","~Labor","J","Not Principle",0,0,"","",FALSE,FALSE
"25853",2,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"1",4,2,4,5,2,4,"65+","College","Black","Female","<=75K","Not Married","Rent","~Labor","H","Not Principle",0,0,"","",FALSE,TRUE
"25854",1,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,2,"55-64","Grad","White","Male","<=75K","Not Married","Own","~Labor","F","Principle",0,0,"","",FALSE,FALSE
"25858",0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",3,1,1,4,1,1,"45-54","Grad","White","Female",">75K","Married","Own","Emp","D","Principle",1,1,"i","k",FALSE,FALSE
"25859",0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,1,4,1,1,"18-34","College","White","Male","<=75K","Married","Rent","Emp","A","Principle",0,0,"u","w",TRUE,TRUE
"25860",2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",5,4,4,5,4,2,"65+","Grad","White","Male","","Married","Own","~Labor","J","Principle",1,0,"","",TRUE,TRUE
"25861",0,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",5,1,4,4,2,2,"45-54","College","Black","Female","<=75K","Not Married","Rent","~Labor","G","Non",0,0,"","",FALSE,FALSE
"25863",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",5,1,1,4,4,4,"35-44","College","White","Female",">75K","Married","Own","~Labor","C","Not Principle",1,2,"","",FALSE,FALSE
"25864",3,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",5,2,1,5,3,2,"45-54","College","Other","Male","<=75K","Not Married","Rent","~Labor","A","Not Principle",1,0,"","",FALSE,TRUE
"25866",0,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",3,1,1,3,1,1,"65+","College","White","Male","<=75K","Married","Own","~Labor","D","Non",1,0,"","",FALSE,FALSE
"25868",3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,2,4,5,5,4,"55-64","<12 Yrs","White","Female","","Married","Own","~Labor","E","Non",1,0,"","",FALSE,TRUE
"25869",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,1,1,5,1,1,"65+","College","Hispanic","Female","<=75K","Not Married","Own","~Labor","J","Principle",0,0,"","",TRUE,FALSE
"25872",2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,1,4,1,4,"45-54","12 Yrs","White","Male",">75K","Married","Own","Emp","F","Not Principle",1,2,"e","b",FALSE,FALSE
"25874",3,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",2,2,2,2,1,4,"45-54","Grad","White","Female",">75K","Married","Rent","~Labor","A","Principle",1,0,"","",FALSE,FALSE
"25877",2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",2,2,2,5,4,1,"65+","12 Yrs","White","Male","<=75K","Married","Own","~Labor","A","Not Principle",1,0,"","",TRUE,TRUE
"25878",2,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,4,4,5,2,4,"35-44","Grad","Black","Female","<=75K","Not Married","Own","Emp","G","Not Principle",0,2,"c","c",TRUE,FALSE
"25880",2,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"1",4,2,4,4,2,2,"55-64","Grad","White","Male","<=75K","Not Married","Own","Emp","I","Not Principle",3,0,"f","t",TRUE,TRUE
"25885",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,2,1,4,4,1,"65+","Grad","White","Female","<=75K","Married","Own","Emp","B","Not Principle",1,0,"c","c",FALSE,TRUE
"25886",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",3,2,4,4,2,4,"45-54","Grad","White","Female",">75K","Married","Own","~Labor","B","Not Principle",1,2,"","",FALSE,FALSE
"25889",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,2,2,4,4,2,"65+","<12 Yrs","White","Male","<=75K","Not Married","","~Labor","A","Non",0,0,"","",FALSE,TRUE
"25891",2,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,1,1,3,2,1,"55-64","College","White","Female","<=75K","Married","Own","Emp","B","Non",1,0,"q","i",FALSE,TRUE
"25895",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",4,2,2,5,4,2,"55-64","12 Yrs","White","Female",">75K","Not Married","Own","~Labor","J","Principle",0,0,"","",FALSE,TRUE
"25897",1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,2,2,4,2,1,"18-34","12 Yrs","White","Male","Below Poverty","Not Married","Rent","Emp","B","Non",0,0,"e","g",FALSE,FALSE
"25898",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,4,2,4,4,4,"55-64","Grad","White","Male","<=75K","Not Married","Own","~Labor","G","Not Principle",0,0,"","",FALSE,TRUE
"25900",2,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"1",4,1,1,4,2,2,"45-54","<12 Yrs","Black","Female","Below Poverty","Married","Rent","~Labor","G","Principle",3,1,"","",TRUE,TRUE
"25901",1,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,2,4,5,4,1,"55-64","College","White","Male",">75K","Not Married","Own","Emp","D","Principle",1,0,"d","i",TRUE,TRUE
"25902",0,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",4,1,1,5,1,1,"55-64","College","White","Male",">75K","Not Married","Own","~Labor","B","Non",0,0,"","",FALSE,FALSE
"25904",2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",4,2,3,5,3,2,"65+","12 Yrs","White","Female","","Not Married","Own","~Labor","F","Principle",0,0,"","",FALSE,TRUE
"25906",2,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,1,2,1,5,"45-54","College","Black","Female","<=75K","Not Married","Rent","Emp","F","Principle",1,0,"k","i",FALSE,FALSE
"25907",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"0",4,4,4,4,4,4,"55-64","College","Black","Female","Below Poverty","Not Married","Rent","Emp","F","Not Principle",0,0,"i","n",FALSE,FALSE
"25910",0,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",5,4,2,5,4,1,"55-64","Grad","White","Male",">75K","Married","Own","Emp","A","Not Principle",1,0,"i","m",TRUE,TRUE
"25912",2,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"1",5,1,2,5,5,2,"65+","<12 Yrs","Black","Female","<=75K","Married","Own","~Labor","G","Principle",0,3,"","",FALSE,TRUE
"25913",0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,1,4,1,1,"18-34","Grad","White","Male","<=75K","Married","Own","Emp","A","Principle",1,0,"f","j",FALSE,FALSE
"25914",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",2,1,4,4,1,1,"35-44","College","Black","Female","<=75K","Not Married","Rent","Emp","J","Non",0,2,"c","c",FALSE,FALSE
"25915",2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",2,2,4,2,2,2,"45-54","College","White","Male",">75K","Married","Own","Emp","F","Non",1,1,"f","h",FALSE,FALSE
"25916",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1",5,4,1,4,4,1,"55-64","Grad","Other","Female",">75K","Married","Own","~Labor","D","Principle",1,0,"","",TRUE,TRUE
"25917",2,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",4,1,1,4,1,5,"55-64","College","Black","Female","<=75K","Married","Own","Emp","H","Principle",1,0,"i","m",FALSE,FALSE
"25918",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,1,1,5,1,4,"45-54","College","Hispanic","Female","<=75K","Married","Own","Emp","J","Non",2,0,"l","e",FALSE,FALSE
"25919",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"1",3,2,2,4,4,1,"55-64","College","White","Female",">75K","Married","Own","Emp","B","Non",1,0,"i","m",FALSE,TRUE
"25920",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,"1",4,4,4,5,5,1,"18-34","Grad","White","Female","","Married","Own","Emp","D","Not Principle",1,2,"i","m",TRUE,TRUE
"25924",2,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,1,1,5,2,1,"45-54","Grad","White","Female",">75K","Married","Own","Emp","J","Not Principle",1,0,"q","j",TRUE,TRUE
"25925",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",4,2,2,4,2,1,"45-54","Grad","White","Female","<=75K","Not Married","Own","Emp","J","Principle",0,2,"i","t",TRUE,TRUE
"25926",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,2,2,5,2,1,"18-34","<12 Yrs","White","Male",">75K","Not Married","Own","~Labor","D","Not Principle",2,0,"","",FALSE,FALSE
"25927",3,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",4,4,5,5,5,5,"55-64","12 Yrs","White","Female","<=75K","Married","Own","~Labor","F","Not Principle",1,0,"","",TRUE,TRUE
"25929",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",4,1,1,5,4,2,"55-64","College","White","Female",">75K","Married","Own","Emp","G","Not Principle",1,0,"q","a",FALSE,TRUE
"25931",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,4,1,1,5,"45-54","College","White","Female","","Married","Own","~Labor","H","Non",1,1,"","",FALSE,FALSE
"25936",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1",4,5,4,4,5,4,"18-34","<12 Yrs","Other","Female","<=75K","Married","Rent","Emp","J","Non",1,0,"u","w",TRUE,TRUE
"25937",0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"1",1,1,1,1,2,1,"65+","College","White","Male","<=75K","Married","Own","~Labor","G","Non",2,0,"","",FALSE,FALSE
"25939",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,2,"55-64","Grad","White","Female",">75K","Not Married","Own","~Labor","C","Not Principle",0,0,"","",FALSE,TRUE
"25941",3,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,5,4,1,"65+","12 Yrs","White","Female","<=75K","Married","Rent","~Labor","A","Principle",1,0,"","",FALSE,TRUE
"25942",3,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"1",5,4,2,5,4,1,"45-54","<12 Yrs","White","Female","<=75K","Married","Own","Emp","G","Principle",1,0,"l","i",FALSE,TRUE
"25945",2,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,2,4,4,2,2,"65+","College","White","Female","<=75K","Not Married","Own","~Labor","F","Principle",0,0,"","",FALSE,TRUE
"25946",0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,1,1,4,2,2,"65+","Grad","Black","Female","<=75K","Not Married","Own","~Labor","G","Principle",2,0,"","",TRUE,TRUE
"25947",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,2,2,5,4,2,"55-64","Grad","White","Female",">75K","Married","Own","unEmp","G","Principle",2,0,"","",TRUE,TRUE
"25948",2,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,4,2,4,3,2,"65+","12 Yrs","Black","Male","","Married","","unEmp","F","Not Principle",2,0,"","",FALSE,FALSE
"25950",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",2,1,1,2,4,2,"18-34","College","White","Male",">75K","Married","Own","Emp","A","Not Principle",1,1,"l","e",TRUE,FALSE
"25951",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,1,1,4,1,1,"55-64","Grad","White","Male",">75K","Married","Own","unEmp","E","Not Principle",2,0,"","",FALSE,FALSE
"25952",2,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1",5,4,5,4,2,1,"45-54","Grad","White","Female",">75K","Married","Own","unEmp","C","Not Principle",1,1,"","",TRUE,FALSE
"25956",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",5,4,1,5,4,1,"18-34","Grad","White","Female","<=75K","Married","Own","","F","Principle",1,0,"","",TRUE,TRUE
"25957",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",4,2,2,5,5,5,"18-34","<12 Yrs","White","Male","<=75K","Not Married","Rent","unEmp","E","Principle",2,0,"","",TRUE,TRUE
"25960",2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",5,5,4,5,5,4,"65+","12 Yrs","White","Female","","Married","Own","~Labor","G","Non",1,0,"","",TRUE,TRUE
"25962",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",2,1,2,4,2,1,"35-44","<12 Yrs","Other","Female","<=75K","Married","Rent","Emp","I","Not Principle",1,1,"a","a",FALSE,FALSE
"25965",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,1,2,4,2,1,"65+","Grad","White","Male","<=75K","Not Married","Own","~Labor","F","Not Principle",0,0,"","",FALSE,TRUE
"25967",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"1",3,1,1,5,2,1,"55-64","Grad","White","Female","<=75K","Not Married","Rent","~Labor","F","Not Principle",0,0,"","",FALSE,FALSE
"25968",3,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0",4,4,4,4,4,4,"55-64","12 Yrs","White","Female",">75K","Married","Own","Emp","C","Non",1,0,"l","e",FALSE,TRUE
"25971",0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,1,1,4,1,1,"35-44","College","White","Male","<=75K","Married","Own","Emp","G","Not Principle",2,1,"e","b",FALSE,FALSE
"25972",2,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"1",4,2,1,5,4,1,"55-64","Grad","White","Female",">75K","Married","Own","Emp","F","Principle",3,0,"i","m",TRUE,TRUE
"25979",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",5,2,2,4,4,4,"65+","Grad","White","Male",">75K","Married","Own","~Labor","G","Principle",1,0,"","",FALSE,TRUE
"25981",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,1,5,5,2,1,"35-44","College","White","Female",">75K","Married","Own","Emp","G","Not Principle",1,1,"l","j",FALSE,TRUE
"25983",2,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,5,2,1,"65+","College","White","Male","<=75K","Married","Own","~Labor","F","Principle",1,0,"","",FALSE,TRUE
"25987",2,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",5,1,1,5,5,1,"65+","<12 Yrs","White","Female","","Not Married","Own","~Labor","F","Non",0,0,"","",FALSE,TRUE
"25989",2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"0",4,2,4,5,1,4,"18-34","12 Yrs","White","Male","","Not Married","Rent","unEmp","F","Non",3,1,"","",FALSE,TRUE
"25990",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",5,4,4,5,4,4,"55-64","12 Yrs","White","Male","<=75K","Married","","Emp","J","Not Principle",1,0,"a","i",TRUE,TRUE
"25994",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",3,1,1,2,2,1,"18-34","12 Yrs","White","Female","<=75K","Not Married","Rent","~Labor","C","Principle",0,0,"","",FALSE,FALSE
"25997",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,1,2,4,4,4,"18-34","College","Other","Male",">75K","Not Married","Own","Emp","H","Not Principle",1,0,"e","e",TRUE,TRUE
"26000",0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",1,1,5,1,1,5,"45-54","College","White","Male","<=75K","Married","Rent","Emp","H","Principle",1,0,"d","u",FALSE,FALSE
"26001",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,2,"45-54","Grad","Hispanic","Male",">75K","Married","Own","Emp","G","Principle",1,0,"m","b",FALSE,TRUE
"26002",3,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",5,4,5,5,5,2,"65+","<12 Yrs","Other","Female","<=75K","Not Married","Own","~Labor","C","Not Principle",0,0,"","",FALSE,TRUE
"26003",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,2,2,4,2,2,"35-44","Grad","White","Female","Below Poverty","Married","Rent","Emp","C","Principle",1,3,"a","m",FALSE,FALSE
"26004",2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,2,"18-34","College","White","Male","<=75K","Married","Own","Emp","H","Not Principle",1,0,"e","g",FALSE,FALSE
"26005",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",5,2,4,5,2,2,"18-34","Grad","White","Female","<=75K","Not Married","Own","~Labor","D","Not Principle",1,0,"","",FALSE,FALSE
"26006",1,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,2,"55-64","Grad","White","Female","<=75K","Married","Own","Emp","J","Non",1,0,"c","c",TRUE,TRUE
"26007",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"0",2,1,4,1,2,5,"18-34","12 Yrs","White","Female","Below Poverty","Married","Own","~Labor","J","Non",1,3,"","",FALSE,FALSE
"26008",1,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,4,"65+","Grad","White","Male",">75K","Married","Own","~Labor","B","Non",1,0,"","",FALSE,FALSE
"26009",3,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,5,5,5,5,2,"65+","<12 Yrs","White","Female","Below Poverty","Not Married","","~Labor","J","Non",0,0,"","",FALSE,TRUE
"26010",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,1,2,1,2,"55-64","Grad","White","Female","<=75K","Not Married","Own","~Labor","B","Not Principle",0,0,"","",FALSE,FALSE
"26012",1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,2,4,1,1,"35-44","Grad","White","Male","<=75K","Not Married","Rent","Emp","I","Not Principle",0,0,"c","c",FALSE,FALSE
"26015",2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,2,"35-44","Grad","White","Female",">75K","Married","Rent","Emp","G","Not Principle",1,1,"k","p",FALSE,FALSE
"26016",2,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,1,2,5,4,2,"55-64","Grad","White","Male",">75K","Married","Own","Emp","C","Not Principle",1,0,"i","o",FALSE,TRUE
"26017",1,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",4,1,2,5,5,1,"45-54","Grad","White","Female","<=75K","Not Married","Own","Emp","H","Principle",0,0,"c","c",FALSE,TRUE
"26018",2,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,2,1,5,4,1,"65+","12 Yrs","White","Female","Below Poverty","Not Married","Own","~Labor","A","Non",0,0,"","",TRUE,TRUE
"26020",3,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",5,2,1,5,5,1,"65+","<12 Yrs","White","Female","","Not Married","Own","~Labor","F","Not Principle",0,0,"","",FALSE,TRUE
